model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,wiek_auta,przebieg_na_rok,automat,diesel,cena_na_1000_km,log_cena,log_przebieg,segment_silnika
 4 Series,2019,21998,Semi-Auto,17740,Diesel,145,65.7,2.0,1,17740.0,0,1,1240.022547914318,9.998706819117062,9.783633624060649,1.6-2.0
 3 Series,2019,27298,Semi-Auto,8319,Diesel,145,48.7,2.0,1,8319.0,0,1,3281.4040149056373,10.21456871841614,9.026417533815254,1.6-2.0
 3 Series,2019,26498,Semi-Auto,18526,Diesel,145,48.7,2.0,1,18526.0,0,1,1430.314153082155,10.184824537428069,9.826984406550013,1.6-2.0
 X5,2016,24998,Automatic,83269,Diesel,200,47.1,3.0,4,20817.25,1,1,300.20776039102185,10.126551100650167,11.329843619229864,2.6-3.0
 1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5,1,14847.0,0,1,989.9643025527042,9.595466709088816,9.605620455025981,<=1.5
 X1,2017,17998,Automatic,33358,Diesel,125,60.1,2.0,3,11119.333333333334,1,1,539.5407398525092,9.798015919593894,10.415082880004208,1.6-2.0
 1 Series,2018,17498,Semi-Auto,17063,Petrol,145,36.7,2.0,2,8531.5,0,0,1025.4937584246616,9.76984186766621,9.744726260151186,1.6-2.0
 1 Series,2013,8998,Manual,34750,Diesel,30,65.7,2.0,7,4964.285714285715,0,1,258.9352517985611,9.104757609401117,10.455963627557306,1.6-2.0
 X5,2014,27995,Automatic,43946,Diesel,265,42.2,3.0,6,7324.333333333333,1,1,637.0318117689892,10.239781201782993,10.69073964139788,2.6-3.0
 X1,2016,19998,Semi-Auto,21621,Diesel,145,55.4,2.0,4,5405.25,0,1,924.9340918551409,9.903387547535795,9.981466593852717,1.6-2.0
 5 Series,2018,27498,Semi-Auto,13197,Hybrid,140,156.9,2.0,2,6598.5,0,0,2083.6553762218687,10.22186855373718,9.487820581943367,1.6-2.0
 3 Series,2015,12498,Semi-Auto,87795,Diesel,125,60.1,2.0,5,17559.0,0,1,142.35434819750554,9.433323910489028,11.382771220498846,1.6-2.0
 1 Series,2016,13998,Semi-Auto,50525,Diesel,30,65.7,2.0,4,12631.25,0,1,277.0509648688768,9.546669741249485,10.830243334258046,1.6-2.0
 1 Series,2016,13498,Semi-Auto,42001,Diesel,20,68.9,1.5,4,10500.25,0,1,321.3733006356992,9.510296805303351,10.645472515179373,<=1.5
 1 Series,2014,11998,Manual,20990,Diesel,30,64.2,2.0,6,3498.3333333333335,0,1,571.6055264411625,9.392495248213038,9.951849053414007,1.6-2.0
 1 Series,2014,10998,Automatic,56379,Petrol,145,48.7,1.6,6,9396.5,1,0,195.07263342733998,9.30546871706776,10.939869764668103,1.6-2.0
 3 Series,2015,12498,Manual,50730,Diesel,20,68.9,2.0,5,10146.0,0,1,246.3630987581313,9.433323910489028,10.834292442568305,1.6-2.0
 X1,2016,17698,Manual,29018,Diesel,125,58.9,2.0,4,7254.5,0,1,609.8973051209593,9.781206917827296,10.275706066850656,1.6-2.0
 3 Series,2013,9998,Semi-Auto,46121,Diesel,30,62.8,2.0,7,6588.714285714285,0,1,216.77760673012293,9.210140351973516,10.739045338577187,1.6-2.0
 4 Series,2017,19498,Semi-Auto,16463,Diesel,145,65.7,2.0,3,5487.666666666667,0,1,1184.3527911073315,9.878067175189218,9.708931458073831,1.6-2.0
 3 Series,2016,17498,Semi-Auto,39239,Hybrid,0,134.5,2.0,4,9809.75,0,0,445.9338923010271,9.76984186766621,10.5774519136793,1.6-2.0
 5 Series,2018,24498,Semi-Auto,15032,Diesel,145,68.9,2.0,2,7516.0,0,1,1629.7232570516232,10.10634676054763,9.618003063627834,1.6-2.0
 X1,2016,18498,Semi-Auto,28813,Diesel,145,55.4,2.0,4,7203.25,0,1,642.0018741540277,9.825417897114205,10.268616659121419,1.6-2.0
 3 Series,2019,22998,Semi-Auto,6394,Diesel,150,54.3,2.0,1,6394.0,0,1,3596.8095089146072,10.04316253460861,8.763271714012943,1.6-2.0
 X5,2019,58898,Semi-Auto,100,Diesel,150,37.7,3.0,1,100.0,0,1,588980.0,10.98356241320578,4.61512051684126,2.6-3.0
 3 Series,2017,20998,Semi-Auto,14997,Diesel,145,51.4,3.0,3,4999.0,0,1,1400.1466960058679,9.952182474074887,9.615672137861335,2.6-3.0
 2 Series,2016,15498,Semi-Auto,14313,Petrol,125,51.4,1.5,4,3578.25,0,0,1082.791867533012,9.648466262323895,9.568993358298544,<=1.5
 5 Series,2014,9998,Semi-Auto,82681,Diesel,30,62.8,2.0,6,13780.166666666666,0,1,120.92258197167428,9.210140351973516,11.32275720314997,1.6-2.0
 1 Series,2017,12498,Manual,37919,Diesel,20,72.4,1.5,3,12639.666666666666,0,1,329.59729950684357,9.433323910489028,10.543233956368958,<=1.5
 1 Series,2016,12498,Manual,38276,Diesel,20,70.6,1.5,4,9569.0,0,1,326.5231476643327,9.433323910489028,10.552604472589852,<=1.5
 3 Series,2017,14498,Manual,21105,Petrol,150,48.7,2.0,3,7035.0,0,0,686.9462212745794,9.581765987860823,9.957312639231036,1.6-2.0
 3 Series,2019,27498,Semi-Auto,9091,Diesel,150,52.3,2.0,1,9091.0,0,1,3024.749752502475,10.22186855373718,9.115150184972434,1.6-2.0
 2 Series,2017,16498,Semi-Auto,25405,Diesel,150,64.2,2.0,3,8468.333333333334,0,1,649.3997244636882,9.710994440420677,10.142740645583405,1.6-2.0
 1 Series,2017,21498,Semi-Auto,23699,Petrol,200,39.8,3.0,3,7899.666666666667,0,0,907.1268829908435,9.975715186533009,10.073230327123223,2.6-3.0
 3 Series,2019,21998,Semi-Auto,7237,Diesel,145,60.1,2.0,1,7237.0,0,1,3039.6573165676386,9.998706819117062,8.887100204123687,1.6-2.0
 3 Series,2019,26998,Semi-Auto,15002,Diesel,145,48.7,2.0,1,15002.0,0,1,1799.6267164378082,10.203518068168773,9.616005460087013,1.6-2.0
 5 Series,2018,25998,Semi-Auto,19479,Diesel,145,46.3,2.0,2,9739.5,0,1,1334.6681041121208,10.165774890967965,9.877143577196525,1.6-2.0
 3 Series,2019,22898,Automatic,12249,Diesel,145,62.8,2.0,1,12249.0,1,1,1869.3770920075108,10.038804849483757,9.413281215972873,1.6-2.0
 1 Series,2019,17498,Automatic,10565,Diesel,145,72.4,1.5,1,10565.0,1,1,1656.223379081874,9.76984186766621,9.26539657772426,<=1.5
 3 Series,2018,20998,Semi-Auto,28180,Petrol,145,48.7,2.0,2,14090.0,0,0,745.13839602555,9.952182474074887,10.24640327098345,1.6-2.0
 1 Series,2017,15498,Semi-Auto,40228,Diesel,125,60.1,2.0,3,13409.333333333334,0,1,385.25405190414637,9.648466262323895,10.602343407563055,1.6-2.0
 5 Series,2015,11450,Manual,60529,Diesel,30,65.7,2.0,5,12105.8,0,1,189.16552396371986,9.345745008982385,11.010894388885733,1.6-2.0
 X6,2016,30998,Semi-Auto,26782,Diesel,200,44.8,3.0,4,6695.5,0,1,1157.4191621238144,10.341677965256997,10.195522636869386,2.6-3.0
 X2,2019,21998,Manual,5687,Petrol,150,41.5,1.5,1,5687.0,0,0,3868.1202743098293,9.998706819117062,8.646113971483077,<=1.5
 6 Series,2015,17498,Semi-Auto,51412,Diesel,160,49.6,3.0,5,10282.4,0,1,340.34855675717733,9.76984186766621,10.847646337752757,2.6-3.0
 3 Series,2016,18998,Semi-Auto,28762,Diesel,160,51.4,3.0,4,7190.5,0,1,660.5243028996592,9.852088989450127,10.266845117938724,2.6-3.0
 1 Series,2016,14998,Automatic,30300,Diesel,30,65.7,2.0,4,7575.0,1,1,494.983498349835,9.615672137861335,10.318935994253193,1.6-2.0
 i3,2017,19998,Automatic,41949,Hybrid,140,470.8,0.0,3,13983.0,1,0,476.7217335335765,9.903387547535795,10.644233711895351,<=1.5
 3 Series,2017,15998,Semi-Auto,16943,Petrol,150,51.4,2.0,3,5647.666666666667,0,0,944.2247535855515,9.680218993408767,9.737669067841187,1.6-2.0
 3 Series,2017,14998,Manual,13309,Petrol,150,48.7,2.0,3,4436.333333333333,0,0,1126.9066045533098,9.615672137861335,9.496270911389157,1.6-2.0
 3 Series,2019,26498,Semi-Auto,7098,Petrol,150,41.5,2.0,1,7098.0,0,0,3733.16427162581,10.184824537428069,8.867709208039386,1.6-2.0
 4 Series,2019,31898,Semi-Auto,4125,Diesel,145,50.4,3.0,1,4125.0,0,1,7732.848484848485,10.3702985908827,8.325063693631197,2.6-3.0
 M4,2016,29998,Semi-Auto,26363,Petrol,305,34.0,3.0,4,6590.75,0,0,1137.8826385464477,10.308885991755306,10.17975472217261,2.6-3.0
 2 Series,2016,19999,Semi-Auto,29139,Petrol,205,39.8,3.0,4,7284.75,0,0,686.3310340094032,9.903437551286085,10.279867079749195,2.6-3.0
 3 Series,2016,17998,Semi-Auto,44888,Diesel,160,51.4,3.0,4,11222.0,0,1,400.95348422741046,9.798015919593894,10.71194805485153,2.6-3.0
 3 Series,2016,18998,Semi-Auto,19125,Diesel,150,53.3,3.0,4,4781.25,0,1,993.3594771241831,9.852088989450127,9.858803944909488,2.6-3.0
 2 Series,2017,15998,Manual,12248,Petrol,125,53.3,1.5,3,4082.6666666666665,0,0,1306.1724363161334,9.680218993408767,9.413199579987685,<=1.5
 2 Series,2015,9698,Manual,60891,Diesel,20,68.9,2.0,5,12178.2,0,1,159.26820055509026,9.179674957665297,11.016857082179145,1.6-2.0
 2 Series,2018,18498,Semi-Auto,7202,Petrol,145,38.2,2.0,2,3601.0,0,0,2568.4532074423773,9.825417897114205,8.882252884889363,1.6-2.0
 5 Series,2017,22498,Semi-Auto,19864,Diesel,145,65.7,2.0,3,6621.333333333333,0,1,1132.601691502215,10.021181695352771,9.8967146682487,1.6-2.0
 3 Series,2016,14498,Semi-Auto,58872,Diesel,30,67.3,2.0,4,14718.0,0,1,246.26307922272048,9.581765987860823,10.983137860465707,1.6-2.0
 X1,2017,19862,Semi-Auto,11000,Diesel,150,55.4,2.0,3,3666.6666666666665,0,1,1805.6363636363637,9.896563637463304,9.305741456739435,1.6-2.0
 X7,2019,68898,Automatic,5203,Petrol,145,24.8,3.0,1,5203.0,1,0,13241.975783201999,11.140382429004244,8.557182839632397,2.6-3.0
 5 Series,2016,19998,Semi-Auto,16555,Diesel,160,51.4,2.0,4,4138.75,0,1,1207.9734219269103,9.903387547535795,9.714503852868623,1.6-2.0
 3 Series,2017,22998,Semi-Auto,19505,Diesel,145,51.4,3.0,3,6501.666666666667,0,1,1179.0822865931814,10.04316253460861,9.87847738953196,2.6-3.0
 X3,2019,35998,Semi-Auto,2451,Diesel,145,54.3,2.0,1,2451.0,0,1,14687.066503467971,10.491218660339424,7.804659297056102,1.6-2.0
 7 Series,2019,48898,Semi-Auto,17501,Diesel,145,41.5,3.0,1,17501.0,0,1,2794.0117707559566,10.797491774831043,9.770070439095777,2.6-3.0
 X2,2019,24998,Manual,4174,Diesel,145,48.7,2.0,1,4174.0,0,1,5988.979396262577,10.126551100650167,8.336869637284956,1.6-2.0
 5 Series,2019,26898,Semi-Auto,4917,Diesel,145,65.7,2.0,1,4917.0,0,1,5470.4087858450275,10.199807213383494,8.500657222776137,1.6-2.0
 1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5,1,4100.0,0,0,5340.975609756098,9.99415058743337,8.31898612539206,<=1.5
 4 Series,2016,18500,Semi-Auto,22566,Diesel,145,55.4,3.0,4,5641.5,0,1,819.8174244438536,9.825526011066415,10.02424394117191,2.6-3.0
 1 Series,2015,16314,Manual,17846,Petrol,300,35.3,3.0,5,3569.2,0,0,914.1544323657962,9.699778913860525,9.789590705856016,2.6-3.0
 3 Series,2019,29998,Semi-Auto,10171,Petrol,145,41.5,2.0,1,10171.0,0,0,2949.3658440664635,10.308885991755306,9.227394126542011,1.6-2.0
 5 Series,2017,25498,Semi-Auto,20279,Hybrid,135,156.9,2.0,3,6759.666666666667,0,0,1257.359830366389,10.146355296698067,9.91739045770512,1.6-2.0
 X5,2016,35498,Automatic,14626,Diesel,235,42.8,3.0,4,3656.5,1,1,2427.0477232325998,10.477231635848291,9.590624414887088,2.6-3.0
 3 Series,2019,27498,Semi-Auto,14793,Diesel,145,48.7,2.0,1,14793.0,0,1,1858.8521598053135,10.22186855373718,9.601976972147813,1.6-2.0
 X1,2016,18998,Semi-Auto,20259,Diesel,145,55.4,2.0,4,5064.75,0,1,937.7560590354904,9.852088989450127,9.916403777802675,1.6-2.0
 3 Series,2017,21898,Semi-Auto,10305,Diesel,145,56.5,3.0,3,3435.0,0,1,2124.9878699660358,9.99415058743337,9.24048152888817,2.6-3.0
 1 Series,2016,12498,Manual,22103,Diesel,20,72.4,1.5,4,5525.75,0,1,565.4436049405058,9.433323910489028,10.003513866603253,<=1.5
 3 Series,2016,16998,Semi-Auto,44600,Diesel,145,56.5,3.0,4,11150.0,0,1,381.1210762331838,9.740850969058572,10.70551155928146,2.6-3.0
 X1,2017,21498,Semi-Auto,19682,Petrol,160,44.8,2.0,3,6560.666666666667,0,0,1092.2670460319075,9.975715186533009,9.887510598012987,1.6-2.0
 1 Series,2017,13998,Manual,33094,Diesel,20,72.4,1.5,3,11031.333333333334,0,1,422.9769746781894,9.546669741249485,10.407137492553023,<=1.5
 3 Series,2019,35998,Semi-Auto,9632,Diesel,145,49.6,2.0,1,9632.0,0,1,3737.3338870431894,10.491218660339424,9.172949982757624,1.6-2.0
 3 Series,2016,12950,Semi-Auto,44635,Diesel,0,74.3,2.0,4,11158.75,0,1,290.13106306709983,9.468851067127684,10.706295987305591,1.6-2.0
 3 Series,2017,15127,Semi-Auto,26630,Petrol,125,51.4,2.0,3,8876.666666666666,0,0,568.0435598948554,9.6242365055622,10.189831229736429,1.6-2.0
 3 Series,2014,11470,Semi-Auto,49500,Diesel,30,62.8,2.0,6,8250.0,0,1,231.7171717171717,9.347490210123416,10.809748150372926,1.6-2.0
 4 Series,2014,13991,Manual,22908,Diesel,125,58.9,2.0,6,3818.0,0,1,610.747337174786,9.546169544733285,10.039285125433349,1.6-2.0
 3 Series,2016,19298,Semi-Auto,32382,Diesel,200,49.6,3.0,4,8095.5,0,1,595.948366376382,9.86775674258033,10.385388872723718,2.6-3.0
 4 Series,2019,21998,Semi-Auto,16616,Diesel,145,65.7,2.0,1,16616.0,0,1,1323.9046701974,9.998706819117062,9.718181546701214,1.6-2.0
 3 Series,2016,18998,Automatic,24709,Diesel,145,53.3,3.0,4,6177.25,1,1,768.8696426403335,9.852088989450127,10.114963298982655,2.6-3.0
 4 Series,2016,18498,Semi-Auto,36435,Diesel,165,52.3,3.0,4,9108.75,0,1,507.69864141622065,9.825417897114205,10.503312575864701,2.6-3.0
 3 Series,2016,13798,Semi-Auto,34860,Petrol,125,54.3,1.5,4,8715.0,0,0,395.811818703385,9.532278933106054,10.459124004835836,<=1.5
 5 Series,2016,17998,Automatic,28695,Diesel,145,53.3,3.0,4,7173.75,1,1,627.2172852413312,9.798015919593894,10.264513019212119,2.6-3.0
 X1,2016,19998,Automatic,13085,Diesel,145,55.4,2.0,4,3271.25,1,1,1528.3148643484906,9.903387547535795,9.479298235429685,1.6-2.0
 3 Series,2018,19998,Semi-Auto,16159,Petrol,145,48.7,2.0,2,8079.5,0,0,1237.5765827093262,9.903387547535795,9.690294332075087,1.6-2.0
 4 Series,2017,17998,Automatic,43111,Diesel,145,65.7,2.0,3,14370.333333333334,1,1,417.4804574238594,9.798015919593894,10.671556659613332,1.6-2.0
 4 Series,2017,21998,Automatic,13941,Petrol,145,48.7,2.0,3,4647.0,1,0,1577.935585682519,9.998706819117062,9.542661146046344,1.6-2.0
 4 Series,2017,19998,Semi-Auto,13273,Diesel,145,65.7,2.0,3,4424.333333333333,0,1,1506.6676712122353,9.903387547535795,9.49356251370587,1.6-2.0
 5 Series,2018,25998,Semi-Auto,24141,Hybrid,140,156.9,2.0,2,12070.5,0,0,1076.923076923077,10.165774890967965,10.091708341261072,1.6-2.0
 X4,2019,33998,Semi-Auto,9064,Diesel,150,42.8,2.0,1,9064.0,0,1,3750.882612533098,10.434056978338715,9.112176123188952,1.6-2.0
 5 Series,2018,28998,Semi-Auto,26471,Petrol,150,39.2,3.0,2,13235.5,0,0,1095.462959465075,10.274982141073139,10.183842849601447,2.6-3.0
 5 Series,2019,27898,Semi-Auto,11871,Diesel,150,62.8,2.0,1,11871.0,0,1,2350.0968747367533,10.23631028065218,9.381937965407161,1.6-2.0
 5 Series,2017,22998,Semi-Auto,20033,Diesel,150,65.7,2.0,3,6677.666666666667,0,1,1148.0057904457644,10.04316253460861,9.90518610917171,1.6-2.0
 1 Series,2020,29998,Semi-Auto,934,Diesel,150,48.7,2.0,0,934.0,0,1,32117.773019271946,10.308885991755306,6.840546529288687,1.6-2.0
 4 Series,2019,24998,Semi-Auto,3214,Diesel,150,65.7,2.0,1,3214.0,0,1,7777.846919726198,10.126551100650167,8.07558263667172,1.6-2.0
 3 Series,2019,21998,Semi-Auto,11300,Diesel,150,55.4,2.0,1,11300.0,0,1,1946.725663716814,9.998706819117062,9.332646496360152,1.6-2.0
 4 Series,2018,20998,Semi-Auto,23358,Diesel,145,65.7,2.0,2,11679.0,0,1,898.9639523931843,9.952182474074887,10.058737627806687,1.6-2.0
 3 Series,2016,13998,Semi-Auto,66362,Diesel,30,62.8,2.0,4,16590.5,0,1,210.9339682348332,9.546669741249485,11.102894951239133,1.6-2.0
 4 Series,2018,21998,Semi-Auto,15600,Diesel,145,65.7,2.0,2,7800.0,0,1,1410.128205128205,9.998706819117062,9.65509029374725,1.6-2.0
 3 Series,2018,16291,Semi-Auto,25329,Petrol,145,51.4,1.5,2,12664.5,0,0,643.1758063879348,9.69836808706617,10.13974474299572,<=1.5
 3 Series,2014,11891,Semi-Auto,54335,Diesel,30,62.8,2.0,6,9055.833333333334,0,1,218.84604766724948,9.38353709043758,10.90294226967102,1.6-2.0
 1 Series,2015,10991,Semi-Auto,45000,Diesel,20,72.4,1.5,5,9000.0,0,1,244.24444444444444,9.3048320350689,10.714439990727769,<=1.5
 3 Series,2017,17498,Automatic,58080,Hybrid,0,134.5,2.0,3,19360.0,1,0,301.2741046831956,9.76984186766621,10.96959386698131,1.6-2.0
 4 Series,2017,19998,Semi-Auto,8333,Petrol,145,48.7,2.0,3,2777.6666666666665,0,0,2399.8559942397696,9.903387547535795,9.0280988119824,1.6-2.0
 5 Series,2016,17498,Semi-Auto,19218,Diesel,30,62.8,2.0,4,4804.5,0,1,910.5005723800604,9.76984186766621,9.863654652034406,1.6-2.0
 X1,2016,18797,Automatic,13505,Diesel,125,57.6,2.0,4,3376.25,1,1,1391.8548685671972,9.841452561616595,9.510889310134788,1.6-2.0
 3 Series,2016,16747,Semi-Auto,25513,Diesel,145,56.5,3.0,4,6378.25,0,1,656.4104574138674,9.725974416734479,10.146982600098235,2.6-3.0
 3 Series,2017,19047,Automatic,16844,Diesel,145,56.5,3.0,3,5614.666666666667,1,1,1130.7884113037283,9.85466488783856,9.731809155840653,2.6-3.0
 3 Series,2017,14050,Manual,20829,Petrol,145,48.7,2.0,3,6943.0,0,0,674.5403043833118,9.550377674761892,9.944149534255018,1.6-2.0
 5 Series,2016,13991,Semi-Auto,44002,Diesel,20,68.9,2.0,4,11000.5,0,1,317.96281987182397,9.546169544733285,10.692013092394305,1.6-2.0
 1 Series,2016,14991,Manual,7000,Diesel,30,65.7,2.0,4,1750.0,0,1,2141.5714285714284,9.615205300012315,8.853808274977197,1.6-2.0
 1 Series,2016,13491,Manual,24000,Diesel,30,65.7,2.0,4,6000.0,0,1,562.125,9.509778075438817,10.085850775128717,1.6-2.0
 1 Series,2017,12491,Manual,19167,Diesel,20,68.9,2.0,3,6389.0,0,1,651.6930140345385,9.43276366396591,9.860997500915175,1.6-2.0
 2 Series,2015,11679,Manual,46200,Petrol,30,54.3,1.5,5,9240.0,0,0,252.7922077922078,9.365547636278565,10.740756721857226,<=1.5
 3 Series,2013,10170,Manual,49102,Diesel,125,57.6,2.0,7,7014.571428571428,0,1,207.1198729176001,9.227197489042606,10.801675411712429,1.6-2.0
 2 Series,2017,15750,Semi-Auto,18652,Diesel,145,65.7,2.0,3,6217.333333333333,0,1,844.4134677246408,9.66459564425378,9.833762270044563,1.6-2.0
 1 Series,2016,13895,Semi-Auto,31453,Diesel,20,67.3,2.0,4,7863.25,0,1,441.7702603885162,9.539284342176604,10.35628144005067,1.6-2.0
 1 Series,2018,13295,Manual,18712,Diesel,145,50.4,2.0,2,9356.0,0,1,710.5066267635742,9.49514330367712,9.836973748477789,1.6-2.0
 5 Series,2015,17000,Semi-Auto,40750,Diesel,160,50.4,3.0,5,8150.0,0,1,417.17791411042947,9.740968623038354,10.615235658245211,2.6-3.0
 3 Series,2015,13000,Manual,61443,Petrol,200,39.8,2.0,5,12288.6,0,0,211.57821069934738,9.472704636443673,11.025881469869036,1.6-2.0
 2 Series,2018,16998,Manual,5898,Petrol,145,42.2,1.5,2,2949.0,0,0,2881.9938962360125,9.740850969058572,8.682538124003075,<=1.5
 2 Series,2015,18998,Semi-Auto,24859,Petrol,260,37.2,3.0,5,4971.8,0,0,764.2302586588357,9.852088989450127,10.121015365064702,2.6-3.0
 2 Series,2019,16998,Manual,3935,Petrol,150,40.9,1.5,1,3935.0,0,0,4319.695044472681,9.740850969058572,8.277920258172143,<=1.5
 3 Series,2017,18995,Semi-Auto,23505,Diesel,145,64.2,2.0,3,7835.0,0,1,808.1259306530526,9.851931065621725,10.0650109866928,1.6-2.0
 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0,6,5214.833333333333,0,1,383.4894052222826,9.392578591964389,10.351053836662928,1.6-2.0
 2 Series,2018,17498,Semi-Auto,5346,Petrol,145,39.8,1.5,2,2673.0,0,0,3273.1013842124953,9.76984186766621,8.584290934948731,<=1.5
 X1,2017,18998,Semi-Auto,32217,Diesel,145,55.4,2.0,3,10739.0,0,1,589.6886736815967,9.852088989450127,10.38028058155791,1.6-2.0
 3 Series,2014,12998,Manual,31826,Diesel,125,57.6,2.0,6,5304.333333333333,0,1,408.4082196945893,9.472550778454295,10.36807026512738,1.6-2.0
 X4,2016,20998,Semi-Auto,62862,Diesel,205,47.9,3.0,4,15715.5,0,1,334.0332792466037,9.952182474074887,11.048713034316156,2.6-3.0
 3 Series,2017,14498,Semi-Auto,38328,Petrol,150,51.4,2.0,3,12776.0,0,0,378.26132331454806,9.581765987860823,10.55396206880912,1.6-2.0
 5 Series,2018,25998,Semi-Auto,30810,Diesel,150,60.1,3.0,2,15405.0,0,1,843.8169425511198,10.165774890967965,10.335627048058479,2.6-3.0
 1 Series,2019,19498,Semi-Auto,9739,Diesel,145,67.3,2.0,1,9739.0,0,1,2002.0535989321284,9.878067175189218,9.18399639663658,1.6-2.0
 X1,2017,18998,Semi-Auto,28686,Diesel,125,57.6,2.0,3,9562.0,0,1,662.274280136652,9.852088989450127,10.26419933745711,1.6-2.0
 2 Series,2018,14998,Manual,20001,Petrol,150,50.4,1.5,2,10000.5,0,0,749.8625068746562,9.615672137861335,9.90358754753646,<=1.5
 8 Series,2019,69898,Automatic,4075,Petrol,145,26.7,3.0,1,4075.0,1,0,17152.883435582822,11.15479231550927,8.312871394342615,2.6-3.0
 3 Series,2019,29998,Semi-Auto,8765,Petrol,145,41.5,2.0,1,8765.0,0,0,3422.475755847119,10.308885991755306,9.078635880978755,1.6-2.0
 8 Series,2019,84898,Semi-Auto,3185,Petrol,145,24.4,4.4,1,3185.0,0,0,26655.57299843014,11.349205814895935,8.066521490469993,>3.0
 M4,2019,44898,Semi-Auto,8124,Petrol,145,34.0,3.0,1,8124.0,0,0,5526.587887740029,10.712148529308413,9.002701007197938,2.6-3.0
 X5,2016,32998,Automatic,12525,Diesel,200,47.1,3.0,4,3131.25,1,1,2634.570858283433,10.40420223255139,9.435561763085358,2.6-3.0
 5 Series,2019,30998,Semi-Auto,11675,Diesel,145,56.5,3.0,1,11675.0,0,1,2655.0749464668093,10.341677965256997,9.365290731974005,2.6-3.0
 2 Series,2018,17998,Semi-Auto,5877,Petrol,145,40.9,1.5,2,2938.5,0,0,3062.446826612217,9.798015919593894,8.678971846978863,<=1.5
 3 Series,2019,25898,Semi-Auto,11917,Diesel,150,52.3,2.0,1,11917.0,0,1,2173.197952504825,10.161921024628786,9.385805141306925,1.6-2.0
 3 Series,2019,28898,Semi-Auto,1250,Petrol,145,42.2,2.0,1,1250.0,0,0,23118.4,10.271527667553556,7.1316985104669115,1.6-2.0
 3 Series,2017,19898,Semi-Auto,40238,Diesel,145,53.3,3.0,3,13412.666666666666,0,1,494.50767930811674,9.898374503149306,10.602591953570201,2.6-3.0
 5 Series,2017,23898,Semi-Auto,11896,Diesel,30,65.7,2.0,3,3965.3333333333335,0,1,2008.9105581708136,10.0815500524097,9.384041546476526,1.6-2.0
 1 Series,2017,17498,Semi-Auto,17640,Diesel,145,65.7,2.0,3,5880.0,0,1,991.9501133786848,9.76984186766621,9.777981017296407,1.6-2.0
 2 Series,2016,12498,Manual,16793,Petrol,30,57.6,1.5,4,4198.25,0,0,744.2386708747692,9.433323910489028,9.72877695874351,<=1.5
 3 Series,2017,17998,Semi-Auto,32000,Diesel,145,62.8,2.0,3,10666.666666666666,0,1,562.4375,9.798015919593894,10.373522431293592,1.6-2.0
 7 Series,2018,25998,Semi-Auto,22892,Petrol,145,41.5,3.0,2,11446.0,0,0,1135.6805871046654,10.165774890967965,10.038586465957742,2.6-3.0
 8 Series,2019,67898,Semi-Auto,7903,Diesel,145,38.2,3.0,1,7903.0,0,1,8591.420979374921,11.125761858031977,8.975124239427704,2.6-3.0
 1 Series,2017,20498,Semi-Auto,16875,Petrol,145,39.8,3.0,3,5625.0,0,0,1214.6962962962964,9.928082599391509,9.733647773244229,2.6-3.0
 4 Series,2019,21998,Semi-Auto,11032,Diesel,145,65.7,2.0,1,11032.0,0,1,1994.017403915881,9.998706819117062,9.308646060760307,1.6-2.0
 1 Series,2018,15498,Manual,5953,Petrol,150,53.3,1.5,2,2976.5,0,0,2603.3932471023013,9.648466262323895,8.691818541575723,<=1.5
 1 Series,2017,13698,Semi-Auto,12102,Diesel,0,78.5,1.5,3,4034.0,0,1,1131.8790282597918,9.52500511575785,9.401208634738603,<=1.5
 5 Series,2017,23998,Semi-Auto,13970,Diesel,145,65.7,2.0,3,4656.666666666667,0,1,1717.8239083750893,10.085725772524334,9.544739031650487,1.6-2.0
 6 Series,2016,22798,Semi-Auto,19366,Petrol,260,36.7,3.0,4,4841.5,0,0,1177.217804399463,10.034428091796723,9.871325865727732,2.6-3.0
 M4,2018,36498,Semi-Auto,7732,Petrol,145,34.0,3.0,2,3866.0,0,0,4720.382824624935,10.505012743548761,8.953252164609035,2.6-3.0
 X1,2017,19498,Semi-Auto,18798,Diesel,145,55.4,2.0,3,6266.0,0,1,1037.2380040429834,9.878067175189218,9.841558955913962,1.6-2.0
 2 Series,2017,15998,Semi-Auto,30330,Diesel,145,64.2,2.0,3,10110.0,0,1,527.4645565446752,9.680218993408767,10.319925570795222,1.6-2.0
 4 Series,2018,19498,Semi-Auto,27198,Diesel,145,65.7,2.0,2,13599.0,0,1,716.8909478638135,9.878067175189218,10.210935486902368,1.6-2.0
 1 Series,2017,14498,Manual,28831,Diesel,145,65.7,2.0,3,9610.333333333334,0,1,502.861503243037,9.581765987860823,10.269241160408065,1.6-2.0
 X1,2014,9998,Semi-Auto,68647,Diesel,160,52.3,2.0,6,11441.166666666666,0,1,145.64365522164113,9.210140351973516,11.136747277486958,1.6-2.0
 1 Series,2017,20250,Semi-Auto,20336,Petrol,200,39.8,3.0,3,6778.666666666667,0,0,995.7710464201417,9.915910072534686,9.920197166099076,2.6-3.0
